"Series Code","Topic","Indicator Name","Short definition","Long definition","Unit of measure","Periodicity","Base Period","Other notes","Aggregation method","Limitations and exceptions","Notes from original source","General comments","Source","Statistical concept and methodology","Development relevance","Related source links","Other web links","Related indicators","License Type",
"fin45.2M.d.12","Wellbeing","Most worrying financial issue: paying for medical costs in case of a serious illness or accident, in labor force (% age 15+)","The percentage of respondents whose primary financial issue is that they won't have enough money to pay school fees, in labor force (% age 15+)","The percentage of respondents whose primary financial issue is that they won't have enough money to pay school fees, in labor force (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin45.2M.d.2","Wellbeing","Most worrying financial issue: paying for medical costs in case of a serious illness or accident, male (% age 15+)","The percentage of respondents whose primary financial issue is that they won't have enough money to pay school fees, male (% age 15+)","The percentage of respondents whose primary financial issue is that they won't have enough money to pay school fees, male (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin45.2M.d.3","Wellbeing","Most worrying financial issue: paying for medical costs in case of a serious illness or accident, young (% ages 15-24)","The percentage of respondents whose primary financial issue is that they won't have enough money to pay school fees, young (% ages 15-24)","The percentage of respondents whose primary financial issue is that they won't have enough money to pay school fees, young (% ages 15-24)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin45.2M.d.4","Wellbeing","Most worrying financial issue: paying for medical costs in case of a serious illness or accident, older (% age 25+)","The percentage of respondents whose primary financial issue is that they won't have enough money to pay school fees, older (% age 25+)","The percentage of respondents whose primary financial issue is that they won't have enough money to pay school fees, older (% age 25+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin45.2M.d.5","Wellbeing","Most worrying financial issue: paying for medical costs in case of a serious illness or accident, primary education or less (% ages 15+)","The percentage of respondents whose primary financial issue is that they won't have enough money to pay school fees, primary education or less (% ages 15+)","The percentage of respondents whose primary financial issue is that they won't have enough money to pay school fees, primary education or less (% ages 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin45.2M.d.6","Wellbeing","Most worrying financial issue: paying for medical costs in case of a serious illness or accident, secondary education or more (% ages 15+)","The percentage of respondents whose primary financial issue is that they won't have enough money to pay school fees, secondary education or more (% ages 15+)","The percentage of respondents whose primary financial issue is that they won't have enough money to pay school fees, secondary education or more (% ages 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin45.2M.d.7","Wellbeing","Most worrying financial issue: paying for medical costs in case of a serious illness or accident, income, poorest 40% (% ages 15+)","The percentage of respondents whose primary financial issue is that they won't have enough money to pay school fees, poorest 40% (% ages 15+)","The percentage of respondents whose primary financial issue is that they won't have enough money to pay school fees, poorest 40% (% ages 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin45.2M.d.8","Wellbeing","Most worrying financial issue: paying for medical costs in case of a serious illness or accident, income, richest 60% (% ages 15+)","The percentage of respondents whose primary financial issue is that they won't have enough money to pay school fees, richest 60% (% ages 15+)","The percentage of respondents whose primary financial issue is that they won't have enough money to pay school fees, richest 60% (% ages 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin45.2M.d.9","Wellbeing","Most worrying financial issue: paying for medical costs in case of a serious illness or accident, rural (% age 15+)","The percentage of respondents whose primary financial issue is that they won't have enough money to pay school fees, rural (% age 15+)","The percentage of respondents whose primary financial issue is that they won't have enough money to pay school fees, rural (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin45.3M.d","Wellbeing","Most worrying financial issue: money to pay for monthly expenses or bills (% age 15+)","The percentage of respondents whose primary financial issue is that they won't have enough money for monthly expenses or bills.","The percentage of respondents whose primary financial issue is that they won't have enough money for monthly expenses or bills.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin45.3M.d.1","Wellbeing","Most worrying financial issue: money to pay for monthly expenses or bills, female (% age 15+)","The percentage of respondents whose primary financial issue is that they won't have enough money to pay school fees, female (% age 15+)","The percentage of respondents whose primary financial issue is that they won't have enough money to pay school fees, female (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin45.3M.d.10","Wellbeing","Most worrying financial issue: money to pay for monthly expenses or bills, urban (% age 15+)","The percentage of respondents whose primary financial issue is that they won't have enough money to pay school fees, urban (% age 15+)","The percentage of respondents whose primary financial issue is that they won't have enough money to pay school fees, urban (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin45.3M.d.11","Wellbeing","Most worrying financial issue: money to pay for monthly expenses or bills, out of labor force (% age 15+)","The percentage of respondents whose primary financial issue is that they won't have enough money to pay school fees, out of labor force (% age 15+)","The percentage of respondents whose primary financial issue is that they won't have enough money to pay school fees, out of labor force (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin45.3M.d.12","Wellbeing","Most worrying financial issue: money to pay for monthly expenses or bills, in labor force (% age 15+)","The percentage of respondents whose primary financial issue is that they won't have enough money to pay school fees, in labor force (% age 15+)","The percentage of respondents whose primary financial issue is that they won't have enough money to pay school fees, in labor force (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin45.3M.d.2","Wellbeing","Most worrying financial issue: money to pay for monthly expenses or bills, male (% age 15+)","The percentage of respondents whose primary financial issue is that they won't have enough money to pay school fees, male (% age 15+)","The percentage of respondents whose primary financial issue is that they won't have enough money to pay school fees, male (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin45.3M.d.3","Wellbeing","Most worrying financial issue: money to pay for monthly expenses or bills, young (% ages 15-24)","The percentage of respondents whose primary financial issue is that they won't have enough money to pay school fees, young (% ages 15-24)","The percentage of respondents whose primary financial issue is that they won't have enough money to pay school fees, young (% ages 15-24)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin45.3M.d.4","Wellbeing","Most worrying financial issue: money to pay for monthly expenses or bills, older (% age 25+)","The percentage of respondents whose primary financial issue is that they won't have enough money to pay school fees, older (% age 25+)","The percentage of respondents whose primary financial issue is that they won't have enough money to pay school fees, older (% age 25+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin45.3M.d.5","Wellbeing","Most worrying financial issue: money to pay for monthly expenses or bills, primary education or less (% ages 15+)","The percentage of respondents whose primary financial issue is that they won't have enough money to pay school fees, primary education or less (% ages 15+)","The percentage of respondents whose primary financial issue is that they won't have enough money to pay school fees, primary education or less (% ages 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin45.3M.d.6","Wellbeing","Most worrying financial issue: money to pay for monthly expenses or bills, secondary education or more (% ages 15+)","The percentage of respondents whose primary financial issue is that they won't have enough money to pay school fees, secondary education or more (% ages 15+)","The percentage of respondents whose primary financial issue is that they won't have enough money to pay school fees, secondary education or more (% ages 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin45.3M.d.7","Wellbeing","Most worrying financial issue: money to pay for monthly expenses or bills, income, poorest 40% (% ages 15+)","The percentage of respondents whose primary financial issue is that they won't have enough money to pay school fees, poorest 40% (% ages 15+)","The percentage of respondents whose primary financial issue is that they won't have enough money to pay school fees, poorest 40% (% ages 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin45.3M.d.8","Wellbeing","Most worrying financial issue: money to pay for monthly expenses or bills, income, richest 60% (% ages 15+)","The percentage of respondents whose primary financial issue is that they won't have enough money to pay school fees, richest 60% (% ages 15+)","The percentage of respondents whose primary financial issue is that they won't have enough money to pay school fees, richest 60% (% ages 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin45.3M.d.9","Wellbeing","Most worrying financial issue: money to pay for monthly expenses or bills, rural (% age 15+)","The percentage of respondents whose primary financial issue is that they won't have enough money to pay school fees, rural (% age 15+)","The percentage of respondents whose primary financial issue is that they won't have enough money to pay school fees, rural (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin45.4M.d","Wellbeing","Most worrying financial issue: paying school or education fees (% age 15+)","The percentage of respondents whose primary financial issue is that they won't have enough money to pay school fees.","The percentage of respondents whose primary financial issue is that they won't have enough money to pay school fees.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin45.4M.d.1","Wellbeing","Most worrying financial issue: paying school or education fees, female (% age 15+)","The percentage of respondents whose primary financial issue is that they won't have enough money to pay school fees, female (% age 15+)","The percentage of respondents whose primary financial issue is that they won't have enough money to pay school fees, female (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin45.4M.d.10","Wellbeing","Most worrying financial issue: paying school or education fees, urban (% age 15+)","The percentage of respondents whose primary financial issue is that they won't have enough money to pay school fees, urban (% age 15+)","The percentage of respondents whose primary financial issue is that they won't have enough money to pay school fees, urban (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin45.4M.d.11","Wellbeing","Most worrying financial issue: paying school or education fees, out of labor force (% age 15+)","The percentage of respondents whose primary financial issue is that they won't have enough money to pay school fees, out of labor force (% age 15+)","The percentage of respondents whose primary financial issue is that they won't have enough money to pay school fees, out of labor force (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin45.4M.d.12","Wellbeing","Most worrying financial issue: paying school or education fees, in labor force (% age 15+)","The percentage of respondents whose primary financial issue is that they won't have enough money to pay school fees, in labor force (% age 15+)","The percentage of respondents whose primary financial issue is that they won't have enough money to pay school fees, in labor force (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin45.4M.d.2","Wellbeing","Most worrying financial issue: paying school or education fees, male (% age 15+)","The percentage of respondents whose primary financial issue is that they won't have enough money to pay school fees, male (% age 15+)","The percentage of respondents whose primary financial issue is that they won't have enough money to pay school fees, male (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin45.4M.d.3","Wellbeing","Most worrying financial issue: paying school or education fees, young (% ages 15-24)","The percentage of respondents whose primary financial issue is that they won't have enough money to pay school fees, young (% ages 15-24)","The percentage of respondents whose primary financial issue is that they won't have enough money to pay school fees, young (% ages 15-24)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin45.4M.d.4","Wellbeing","Most worrying financial issue: paying school or education fees, older (% age 25+)","The percentage of respondents whose primary financial issue is that they won't have enough money to pay school fees, older (% age 25+)","The percentage of respondents whose primary financial issue is that they won't have enough money to pay school fees, older (% age 25+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin45.4M.d.5","Wellbeing","Most worrying financial issue: paying school or education fees, primary education or less (% ages 15+)","The percentage of respondents whose primary financial issue is that they won't have enough money to pay school fees, primary education or less (% ages 15+)","The percentage of respondents whose primary financial issue is that they won't have enough money to pay school fees, primary education or less (% ages 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin45.4M.d.6","Wellbeing","Most worrying financial issue: paying school or education fees, secondary education or more (% ages 15+)","The percentage of respondents whose primary financial issue is that they won't have enough money to pay school fees, secondary education or more (% ages 15+)","The percentage of respondents whose primary financial issue is that they won't have enough money to pay school fees, secondary education or more (% ages 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin45.4M.d.7","Wellbeing","Most worrying financial issue: paying school or education fees, income, poorest 40% (% ages 15+)","The percentage of respondents whose primary financial issue is that they won't have enough money to pay school fees, poorest 40% (% ages 15+)","The percentage of respondents whose primary financial issue is that they won't have enough money to pay school fees, poorest 40% (% ages 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin45.4M.d.8","Wellbeing","Most worrying financial issue: paying school or education fees, income, richest 60% (% ages 15+)","The percentage of respondents whose primary financial issue is that they won't have enough money to pay school fees, richest 60% (% ages 15+)","The percentage of respondents whose primary financial issue is that they won't have enough money to pay school fees, richest 60% (% ages 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin45.4M.d.9","Wellbeing","Most worrying financial issue: paying school or education fees, rural (% age 15+)","The percentage of respondents whose primary financial issue is that they won't have enough money to pay school fees, rural (% age 15+)","The percentage of respondents whose primary financial issue is that they won't have enough money to pay school fees, rural (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin4a","Usage","Used a debit card in-store (% age 15+)","The percentage of respondents who report using a debit card to pay for a purchase in a store.","The percentage of respondents who report using a debit card to pay for a purchase in a store.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin4a.8a","Usage","Uses a debit or credit card: in-store (% age 15+)","The percentage of respondents who report using a debit or credit card to pay for a purchase in a store.","The percentage of respondents who report using a debit or credit card to pay for a purchase in a store.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin4a.8a.14.1","Usage","Made a digital in-store merchant payment (age 15+)","The percentage of respondents who report using a debit or credit card, or a mobile phone, to make a purchase in-store.","The percentage of respondents who report using a debit or credit card, or a mobile phone, to make a purchase in-store.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin4a.8a.s","Usage","Used a debit or credit card: in-store (% who use a credit or debit card, age 15+)","Among respondents who report using a credit or debit card in the past year, the percentage who used it to pay for a purchase in a store.","Among respondents who report using a credit or debit card in the past year, the percentage who used it to pay for a purchase in a store.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin4a.s","Usage","Used a debit card: in-store (% who used a debit card , age 15+)","Among respondents who report using a debit card, the percentage who used it to pay for a purchase in a store.","Among respondents who report using a debit card, the percentage who used it to pay for a purchase in a store.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin5","Usage","Use a mobile phone or the internet to make payments, buy things, or to send or receive money using a financial institution account (% age 15+)","The percentage of respondents who report using a mobile phone or the Internet to make payments, buy things, or to send or receive money using a financial institution account.","The percentage of respondents who report using a mobile phone or the Internet to make payments, buy things, or to send or receive money using a financial institution account.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin5.2017.d","Usage","Used a mobile phone or the internet to access an account(% age 15+)","The percentage of respondents who report that in the past year, they used a mobile phone or the Internet to make a payment, make a purchase, or to send or receive money through their account.","The percentage of respondents who report that in the past year, they used a mobile phone or the Internet to make a payment, make a purchase, or to send or receive money through their account.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin5.2017.d.1","Usage","Used a mobile phone or the internet to access an account, female (% age 15+)","Among respondents with a financial institution account, the percentage of respondents who report using a mobile phone or the Internet to make payments, buy things, or to send or receive money using a financial institution account, female (% age 15+)","Among respondents with a financial institution account, the percentage of respondents who report using a mobile phone or the Internet to make payments, buy things, or to send or receive money using a financial institution account, female (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin5.2017.d.10","Usage","Used a mobile phone or the internet to access an account, urban (% age 15+)","Among respondents with a financial institution account, the percentage of respondents who report using a mobile phone or the Internet to make payments, buy things, or to send or receive money using a financial institution account, urban (% age 15+)","Among respondents with a financial institution account, the percentage of respondents who report using a mobile phone or the Internet to make payments, buy things, or to send or receive money using a financial institution account, urban (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin5.2017.d.11","Usage","Used a mobile phone or the internet to access an account, out of labor force (% age 15+)","Among respondents with a financial institution account, the percentage of respondents who report using a mobile phone or the Internet to make payments, buy things, or to send or receive money using a financial institution account, out of labor force (% age 15+)","Among respondents with a financial institution account, the percentage of respondents who report using a mobile phone or the Internet to make payments, buy things, or to send or receive money using a financial institution account, out of labor force (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin5.2017.d.12","Usage","Used a mobile phone or the internet to access an account, in labor force (% age 15+)","Among respondents with a financial institution account, the percentage of respondents who report using a mobile phone or the Internet to make payments, buy things, or to send or receive money using a financial institution account, in labor force (% age 15+)","Among respondents with a financial institution account, the percentage of respondents who report using a mobile phone or the Internet to make payments, buy things, or to send or receive money using a financial institution account, in labor force (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin5.2017.d.2","Usage","Used a mobile phone or the internet to access an account, male (% age 15+)","Among respondents with a financial institution account, the percentage of respondents who report using a mobile phone or the Internet to make payments, buy things, or to send or receive money using a financial institution account, male (% age 15+)","Among respondents with a financial institution account, the percentage of respondents who report using a mobile phone or the Internet to make payments, buy things, or to send or receive money using a financial institution account, male (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin5.2017.d.3","Usage","Used a mobile phone or the internet to access an account, young (% ages 15-24)","Among respondents with a financial institution account, the percentage of respondents who report using a mobile phone or the Internet to make payments, buy things, or to send or receive money using a financial institution account, young (% ages 15-24)","Among respondents with a financial institution account, the percentage of respondents who report using a mobile phone or the Internet to make payments, buy things, or to send or receive money using a financial institution account, young (% ages 15-24)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin5.2017.d.4","Usage","Used a mobile phone or the internet to access an account, older (% age 25+)","Among respondents with a financial institution account, the percentage of respondents who report using a mobile phone or the Internet to make payments, buy things, or to send or receive money using a financial institution account, older (% age 25+)","Among respondents with a financial institution account, the percentage of respondents who report using a mobile phone or the Internet to make payments, buy things, or to send or receive money using a financial institution account, older (% age 25+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin5.2017.d.5","Usage","Used a mobile phone or the internet to access an account, primary education or less (% ages 15+)","Among respondents with a financial institution account, the percentage of respondents who report using a mobile phone or the Internet to make payments, buy things, or to send or receive money using a financial institution account, primary education or less (% ages 15+)","Among respondents with a financial institution account, the percentage of respondents who report using a mobile phone or the Internet to make payments, buy things, or to send or receive money using a financial institution account, primary education or less (% ages 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin5.2017.d.6","Usage","Used a mobile phone or the internet to access an account, secondary education or more (% ages 15+)","Among respondents with a financial institution account, the percentage of respondents who report using a mobile phone or the Internet to make payments, buy things, or to send or receive money using a financial institution account, secondary education or more (% ages 15+)","Among respondents with a financial institution account, the percentage of respondents who report using a mobile phone or the Internet to make payments, buy things, or to send or receive money using a financial institution account, secondary education or more (% ages 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin5.2017.d.7","Usage","Used a mobile phone or the internet to access an account, income, poorest 40% (% ages 15+)","Among respondents with a financial institution account, the percentage of respondents who report using a mobile phone or the Internet to make payments, buy things, or to send or receive money using a financial institution account, poorest 40% (% ages 15+)","Among respondents with a financial institution account, the percentage of respondents who report using a mobile phone or the Internet to make payments, buy things, or to send or receive money using a financial institution account, poorest 40% (% ages 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin5.2017.d.8","Usage","Used a mobile phone or the internet to access an account, income, richest 60% (% ages 15+)","Among respondents with a financial institution account, the percentage of respondents who report using a mobile phone or the Internet to make payments, buy things, or to send or receive money using a financial institution account, richest 60% (% ages 15+)","Among respondents with a financial institution account, the percentage of respondents who report using a mobile phone or the Internet to make payments, buy things, or to send or receive money using a financial institution account, richest 60% (% ages 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin5.2017.d.9","Usage","Used a mobile phone or the internet to access an account, rural (% age 15+)","Among respondents with a financial institution account, the percentage of respondents who report using a mobile phone or the Internet to make payments, buy things, or to send or receive money using a financial institution account, rural (% age 15+)","Among respondents with a financial institution account, the percentage of respondents who report using a mobile phone or the Internet to make payments, buy things, or to send or receive money using a financial institution account, rural (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin5.2017.d.s","Usage","Used a mobile phone or the internet to access an account (% with an account, age 15+)","Among respondents with an account, the percentage who report that in the past year, they used a mobile phone or the Internet to make a payment, make a purchase, or to send or receive money through their account.","Among respondents with an account, the percentage who report that in the past year, they used a mobile phone or the Internet to make a payment, make a purchase, or to send or receive money through their account.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin5.a.2017","Usage","Used a mobile phone or the internet to access a financial institution account (% age 15+)","The percentage of respondents who report that in the past year, they used a mobile phone or the Internet to make a payment, make a purchase, or to send or receive money through their financial institution account.","The percentage of respondents who report that in the past year, they used a mobile phone or the Internet to make a payment, make a purchase, or to send or receive money through their financial institution account.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin5.a.2017.s","Usage","Used a mobile phone or the internet to access a financial institution account (% with a financial institution account, age 15+)","Among respondents with a financial institution account, the percentage of respondents who report that in the past year, they used a mobile phone or the Internet to make a payment, make a purchase, or to send or receive money through their financial institution account.","Among respondents with a financial institution account, the percentage of respondents who report that in the past year, they used a mobile phone or the Internet to make a payment, make a purchase, or to send or receive money through their financial institution account.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin5.s","Usage","Use a mobile phone or the internet to make payments, buy things, or to send or receive money using a financial institution account (% with a financial institution account, age 15+)","Among respondents with a financial institution account, the percentage of respondents who report using a mobile phone or the Internet to make payments, buy things, or to send or receive money using a financial institution account.","Among respondents with a financial institution account, the percentage of respondents who report using a mobile phone or the Internet to make payments, buy things, or to send or receive money using a financial institution account.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin6.t","Usage","Used a mobile phone or the internet to check account balance(% age 15+)","The percentage of respondents who report using a mobile phone or the Internet to check their balance for a financial institution account in the past year.","The percentage of respondents who report using a mobile phone or the Internet to check their balance for a financial institution account in the past year.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin6.t.s","Usage","Used a mobile phone or the internet to check account balance(% with a financial institution account, age 15+)","Among respondents with a financial institution account, the percentage of respondents who report using a mobile phone or the Internet to check their balance for a financial institution account in the past year.","Among respondents with a financial institution account, the percentage of respondents who report using a mobile phone or the Internet to check their balance for a financial institution account in the past year.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin68a.2011","Usage","Used checks to make payments(% age 15+)","The percentage of respondents who report having a financial institution account and using checks to make payments in the past year.","The percentage of respondents who report having a financial institution account and using checks to make payments in the past year.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin7.t.d","Access","Owns a credit card (% age 15+)","The percentage of respondents who report having a credit card.","The percentage of respondents who report having a credit card.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin7.t.d.1","Access","Owns a credit card, female (% age 15+)","The percentage of respondents who report having a credit card, female (% age 15+)","The percentage of respondents who report having a credit card, female (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin7.t.d.10","Access","Owns a credit card, urban (% age 15+)","The percentage of respondents who report having a credit card, urban (% age 15+)","The percentage of respondents who report having a credit card, urban (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin7.t.d.11","Access","Owns a credit card, out of labor force (% age 15+)","The percentage of respondents who report having a credit card, out of labor force (% age 15+)","The percentage of respondents who report having a credit card, out of labor force (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin7.t.d.12","Access","Owns a credit card, in labor force (% age 15+)","The percentage of respondents who report having a credit card, in labor force (% age 15+)","The percentage of respondents who report having a credit card, in labor force (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin7.t.d.2","Access","Owns a credit card, male (% age 15+)","The percentage of respondents who report having a credit card, male (% age 15+)","The percentage of respondents who report having a credit card, male (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin7.t.d.3","Access","Owns a credit card, young (% ages 15-24)","The percentage of respondents who report having a credit card, young (% ages 15-24)","The percentage of respondents who report having a credit card, young (% ages 15-24)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin7.t.d.4","Access","Owns a credit card, older (% age 25+)","The percentage of respondents who report having a credit card, older (% age 25+)","The percentage of respondents who report having a credit card, older (% age 25+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin7.t.d.5","Access","Owns a credit card, primary education or less (% ages 15+)","The percentage of respondents who report having a credit card, primary education or less (% ages 15+)","The percentage of respondents who report having a credit card, primary education or less (% ages 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin7.t.d.6","Access","Owns a credit card, secondary education or more (% ages 15+)","The percentage of respondents who report having a credit card, secondary education or more (% ages 15+)","The percentage of respondents who report having a credit card, secondary education or more (% ages 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin7.t.d.7","Access","Owns a credit card, income, poorest 40% (% ages 15+)","The percentage of respondents who report having a credit card, poorest 40% (% ages 15+)","The percentage of respondents who report having a credit card, poorest 40% (% ages 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin7.t.d.8","Access","Owns a credit card, income, richest 60% (% ages 15+)","The percentage of respondents who report having a credit card, richest 60% (% ages 15+)","The percentage of respondents who report having a credit card, richest 60% (% ages 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin7.t.d.9","Access","Owns a credit card, rural (% age 15+)","The percentage of respondents who report having a credit card, rural (% age 15+)","The percentage of respondents who report having a credit card, rural (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin8.t","Usage","Used a credit card (% age 15+)","The percentage of respondents who report using their own credit card in the past year.","The percentage of respondents who report using their own credit card in the past year.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin8a","Usage","Used a credit card: in-store (% age 15+)","The percentage of respondents who report using a credit card to pay for a purchase in a store.","The percentage of respondents who report using a credit card to pay for a purchase in a store.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin8a.s","Usage","Used a credit card: in-store (% who used a credit card, age 15+)","Among respondents who report using a credit card in the past year, the percentage who used it to pay for a purchase in a store.","Among respondents who report using a credit card in the past year, the percentage who used it to pay for a purchase in a store.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin8b","Usage","Paid off all credit card balances in full by their due date (% age 15+)","The percentage of respondents who report they paid off all credit card balances in full by their due date.","The percentage of respondents who report they paid off all credit card balances in full by their due date.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
