"Series Code","Topic","Indicator Name","Short definition","Long definition","Unit of measure","Periodicity","Base Period","Other notes","Aggregation method","Limitations and exceptions","Notes from original source","General comments","Source","Statistical concept and methodology","Development relevance","Related source links","Other web links","Related indicators","License Type",
"fin38.41.d.s","Time series variables","Received a public sector pension: first account opened to receive pension (% receiving pension into an account, age 15+)","Among respondents reporting using a financial institution account, a card, or a mobile money account to receive a pension from the government, military, or public sector in the past 12 months, the percentage who report opening their first account to receive the pension.","Among respondents reporting using a financial institution account, a card, or a mobile money account to receive a pension from the government, military, or public sector in the past 12 months, the percentage who report opening their first account to receive the pension.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin38.a","Time series variables","Received a public sector pension in the past year (% age 15+)","The percentage of respondents who report personally receiving a pension from the government, military, or public sector in the past 12 months.","The percentage of respondents who report personally receiving a pension from the government, military, or public sector in the past 12 months","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin38.a.1","Time series variables","Received a public sector pension in the past year, male  (% age 15+)","The percentage of respondents who report personally receiving a pension from the government, military, or public sector in the past 12 months, male (% age 15+).","The percentage of respondents who report personally receiving a pension from the government, military, or public sector in the past 12 months, male (% age 15+).","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin38.a.10","Time series variables","Received a public sector pension in the past year, in labor force (% age 15+)","The percentage of respondents who report personally receiving a pension from the government, military, or public sector in the past 12 months, in labor force  (% age 15+).","The percentage of respondents who report personally receiving a pension from the government, military, or public sector in the past 12 months, in labor force  (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin38.a.11","Time series variables","Received a public sector pension in the past year, out of labor force  (% age 15+)","The percentage of respondents who report personally receiving a pension from the government, military, or public sector in the past 12 months, out of labor force  (% age 15+).","The percentage of respondents who report personally receiving a pension from the government, military, or public sector in the past 12 months, out of labor force  (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin38.a.2","Time series variables","Received a public sector pension in the past year, female (% age 15+)","The percentage of respondents who report personally receiving a pension from the government, military, or public sector in the past 12 months, female (% age 15+).","The percentage of respondents who report personally receiving a pension from the government, military, or public sector in the past 12 months, female (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin38.a.3","Time series variables","Received a public sector pension in the past year, young adults (% age 15-24)","The percentage of respondents who report personally receiving a pension from the government, military, or public sector in the past 12 months, young adults (% age 15-24).","The percentage of respondents who report personally receiving a pension from the government, military, or public sector in the past 12 months, young adults (% age 15-24)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin38.a.4","Time series variables","Received a public sector pension in the past year, older adults (% age 25+)","The percentage of respondents who report personally receiving a pension from the government, military, or public sector in the past 12 months, older adults (% age 25+).","The percentage of respondents who report personally receiving a pension from the government, military, or public sector in the past 12 months, older adults (% age 25+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin38.a.5","Time series variables","Received a public sector pension in the past year, primary education or less  (% age 15+)","The percentage of respondents who report personally receiving a pension from the government, military, or public sector in the past 12 months, primary education or less (% age 15+).","The percentage of respondents who report personally receiving a pension from the government, military, or public sector in the past 12 months, primary education or less (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin38.a.6","Time series variables","Received a public sector pension in the past year, secondary education or more (% age 15+)","The percentage of respondents who report personally receiving a pension from the government, military, or public sector in the past 12 months, secondary education or more (% age 15+).","The percentage of respondents who report personally receiving a pension from the government, military, or public sector in the past 12 months, secondary education or more (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin38.a.7","Time series variables","Received a public sector pension in the past year, income, poorest 40%(% age 15+)","The percentage of respondents who report personally receiving a pension from the government, military, or public sector in the past 12 months, income, poorest 40% (% age 15+).","The percentage of respondents who report personally receiving a pension from the government, military, or public sector in the past 12 months, income, poorest 40% (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin38.a.8","Time series variables","Received a public sector pension in the past year, income, riches 60% (% age 15+)","The percentage of respondents who report personally receiving a pension from the government, military, or public sector in the past 12 months, income, richest 50% (% age 15+).","The percentage of respondents who report personally receiving a pension from the government, military, or public sector in the past 12 months, income, richest 50% (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin38.a.9","Time series variables","Received a public sector pension in the past year, rural  (% age 15+)","The percentage of respondents who report personally receiving a pension from the government, military, or public sector in the past 12 months, rural (% age 15+).","The percentage of respondents who report personally receiving a pension from the government, military, or public sector in the past 12 months, rural (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin39a.d","Time series variables","Received a public sector pension: into an account (% age 15+)","The percentage of respondents who report personally receiving a pension from the government, military, or public sector in the past 12 months directly into a financial institution account, into a card, or into a mobile money account.","The percentage of respondents who report personally receiving a pension from the government, military, or public sector in the past 12 months directly into a financial institution account, into a card, or into a mobile money account.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin39a.d.s","Time series variables","Received a public sector pension: into an account (% pension recipients, age 15+)","Among respondents reporting personally receiving a pension from the government, military, or public sector in the past 12 months, the percentage who report receiving the pension directly into a financial institution account, into a card, or into a mobile money account.","Among respondents reporting personally receiving a pension from the government, military, or public sector in the past 12 months, the percentage who report receiving the pension directly into a financial institution account, into a card, or into a mobile money account.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin39a.t.a","Time series variables","Received government transfers: into a financial institution account (% age 15+)","The percentage of respondents who report personally receiving any financial support from the government in the past 12 months directly into a financial institution account or into a card.","The percentage of respondents who report personally receiving any financial support from the government in the past 12 months directly into a financial institution account or into a card.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin39a.t.a.s","Time series variables","Received government transfers: into a financial institution account (% transfer recipients, age 15+)","Among respondents reporting personally receiving any financial support from the government in the past 12 months, the percentage who report receiving this financial support directly into a financial institution account or into a card.","Among respondents reporting personally receiving any financial support from the government in the past 12 months, the percentage who report receiving this financial support directly into a financial institution account or into a card.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin39a.t.d","Time series variables","Received government transfers: into an account (% age 15+)","The percentage of respondents who report personally receiving any financial support from the government in the past 12 months directly into a financial institution account, into a card, or into a mobile money account.","The percentage of respondents who report personally receiving any financial support from the government in the past 12 months directly into a financial institution account, into a card, or into a mobile money account.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin39a.t.d.s","Time series variables","Received government transfers: into an account (% transfer recipients, age 15+)","Among respondents reporting personally receiving any financial support from the government in the past 12 months, the percentage who report receiving this financial support directly into a financial institution account, into a card, or into a mobile money account.","Among respondents reporting personally receiving any financial support from the government in the past 12 months, the percentage who report receiving this financial support directly into a financial institution account, into a card, or into a mobile money account.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin39b.a","Time series variables","Received a public sector pension: through a mobile phone (% age 15+)","The percentage of respondents who report personally receiving a pension from the government, military, or public sector in the past 12 months through a mobile phone.","The percentage of respondents who report personally receiving a pension from the government, military, or public sector in the past 12 months through a mobile phone.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin39b.a.s","Time series variables","Received a public sector pension: through a mobile phone (% pension recipients, age 15+)","Among respondents reporting personally receiving a pension from the government, military, or public sector in the past 12 months, the percentage who report receiving the pension through a mobile phone.","Among respondents reporting personally receiving a pension from the government, military, or public sector in the past 12 months, the percentage who report receiving the pension through a mobile phone.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin39b.t.a","Time series variables","Received government transfers: through a mobile phone (% age 15+)","The percentage of respondents who report personally receiving any financial support from the government in the past 12 months through a mobile phone.","The percentage of respondents who report personally receiving any financial support from the government in the past 12 months through a mobile phone.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin39b.t.a.s","Time series variables","Received government transfers: through a mobile phone (% transfer recipients, age 15+)","Among respondents reporting personally receiving any financial support from the government in the past 12 months, the percentage who report receiving this financial support through a mobile phone.","Among respondents reporting personally receiving any financial support from the government in the past 12 months, the percentage who report receiving this financial support through a mobile phone.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin39c1.t.a","Time series variables","Received government transfers: in cash only (% age 15+)","The percentage of respondents who report personally receiving any financial support from the government in the past 12 months in cash only.","The percentage of respondents who report personally receiving any financial support from the government in the past 12 months in cash only.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin39c1.t.a.s","Time series variables","Received government transfers: in cash only (% transfer recipients, age 15+)","Among respondents reporting personally receiving any financial support from the government in the past 12 months, the percentage who report receiving this financial support in cash only.","Among respondents reporting personally receiving any financial support from the government in the past 12 months, the percentage who report receiving this financial support in cash only.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin4.t.a","Time series variables","Debit card used to make a purchase in the past year (% age 15+)","The percentage of respondents who report using their own debit card directly to make a purchase in the past 12 months.","The percentage of respondents who report using their own debit card directly to make a purchase in the past 12 months.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin4.t.d","Time series variables","Used a debit or credit card to make a purchase in the past year (% age 15+)","The percentage of respondents who report using a debit or credit card to make a purchase in the past 12 months.","The percentage of respondents who report using a debit or credit card to make a purchase in the past 12 months.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin41.t.d","Time series variables","Received government transfers: first account opened to receive government transfers (% age 15+)","The percentage of respondents who report both using a financial institution account, a card, or a mobile money account to receive any financial support from the government in the past 12 months and opening their first account to receive such transfers from the government.","The percentage of respondents who report both using a financial institution account, a card, or a mobile money account to receive any financial support from the government in the past 12 months and opening their first account to receive such transfers from the government.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin41.t.d.s","Time series variables","Received government transfers: first account opened to receive government transfers (% receiving transfers into an account, age 15+)","Among respondents reporting using a financial institution account, a card, or a mobile money account to receive financial support from the government in the past 12 months, the percentage who report opening their first account to receive such transfers from the government.","Among respondents reporting using a financial institution account, a card, or a mobile money account to receive financial support from the government in the past 12 months, the percentage who report opening their first account to receive such transfers from the government.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin42.t.a","Time series variables","Received payments for agricultural products in the past year (% age 15+)","The percentage of respondents who report personally receiving money from any source for the sale of agricultural products, crops, produce, or livestock in the past 12 months.","The percentage of respondents who report personally receiving money from any source for the sale of agricultural products, crops, produce, or livestock in the past 12 months","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin42.t.a.1","Time series variables","Received payments for agricultural products in the past year, male (% age 15+)","The percentage of respondents who report personally receiving money from any source for the sale of agricultural products, crops, produce, or livestock in the past 12 months, male (% age 15+).","The percentage of respondents who report personally receiving money from any source for the sale of agricultural products, crops, produce, or livestock in the past 12 months, male (% age 15+).","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin42.t.a.10","Time series variables","Received payments for agricultural products in the past year, in labor force (% age 15+)","The percentage of respondents who report personally receiving money from any source for the sale of agricultural products, crops, produce, or livestock in the past 12 months, in labor force  (% age 15+).","The percentage of respondents who report personally receiving money from any source for the sale of agricultural products, crops, produce, or livestock in the past 12 months, in labor force  (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin42.t.a.11","Time series variables","Received payments for agricultural products in the past year, out of labor force  (% age 15+)","The percentage of respondents who report personally receiving money from any source for the sale of agricultural products, crops, produce, or livestock in the past 12 months, out of labor force  (% age 15+).","The percentage of respondents who report personally receiving money from any source for the sale of agricultural products, crops, produce, or livestock in the past 12 months, out of labor force  (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin42.t.a.2","Time series variables","Received payments for agricultural products in the past year, female (% age 15+)","The percentage of respondents who report personally receiving money from any source for the sale of agricultural products, crops, produce, or livestock in the past 12 months, female (% age 15+).","The percentage of respondents who report personally receiving money from any source for the sale of agricultural products, crops, produce, or livestock in the past 12 months, female (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin42.t.a.3","Time series variables","Received payments for agricultural products in the past year, young adults (% age 15-24)","The percentage of respondents who report personally receiving money from any source for the sale of agricultural products, crops, produce, or livestock in the past 12 months, young adults (% age 15-24).","The percentage of respondents who report personally receiving money from any source for the sale of agricultural products, crops, produce, or livestock in the past 12 months, young adults (% age 15-24)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin42.t.a.4","Time series variables","Received payments for agricultural products in the past year, older adults  (% age 25+)","The percentage of respondents who report personally receiving money from any source for the sale of agricultural products, crops, produce, or livestock in the past 12 months, older adults (% age 25+).","The percentage of respondents who report personally receiving money from any source for the sale of agricultural products, crops, produce, or livestock in the past 12 months, older adults (% age 25+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin42.t.a.5","Time series variables","Received payments for agricultural products in the past year, primary education or less  (% age 15+)","The percentage of respondents who report personally receiving money from any source for the sale of agricultural products, crops, produce, or livestock in the past 12 months, primary education or less (% age 15+).","The percentage of respondents who report personally receiving money from any source for the sale of agricultural products, crops, produce, or livestock in the past 12 months, primary education or less (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin42.t.a.6","Time series variables","Received payments for agricultural products in the past year, secondary education or more (% age 15+)","The percentage of respondents who report personally receiving money from any source for the sale of agricultural products, crops, produce, or livestock in the past 12 months, secondary education or more (% age 15+).","The percentage of respondents who report personally receiving money from any source for the sale of agricultural products, crops, produce, or livestock in the past 12 months, secondary education or more (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin42.t.a.7","Time series variables","Received payments for agricultural products in the past year, income, poorest 40% (% age 15+)","The percentage of respondents who report personally receiving money from any source for the sale of agricultural products, crops, produce, or livestock in the past 12 months, income, poorest 40% (% age 15+).","The percentage of respondents who report personally receiving money from any source for the sale of agricultural products, crops, produce, or livestock in the past 12 months, income, poorest 40% (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin42.t.a.8","Time series variables","Received payments for agricultural products in the past year, income, richest 60%  (% age 15+)","The percentage of respondents who report personally receiving money from any source for the sale of agricultural products, crops, produce, or livestock in the past 12 months, income, richest 50% (% age 15+).","The percentage of respondents who report personally receiving money from any source for the sale of agricultural products, crops, produce, or livestock in the past 12 months, income, richest 50% (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin42.t.a.9","Time series variables","Received payments for agricultural products in the past year, rural  (% age 15+)","The percentage of respondents who report personally receiving money from any source for the sale of agricultural products, crops, produce, or livestock in the past 12 months, rural (% age 15+).","The percentage of respondents who report personally receiving money from any source for the sale of agricultural products, crops, produce, or livestock in the past 12 months, rural (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin43a.t.a","Time series variables","Received payments for agricultural products: into a financial institution account (% age 15+)","The percentage of respondents who report personally receiving money from any source for the sale of agricultural products, crops, produce, or livestock in the past 12 months directly into a financial institution account or into a card.","The percentage of respondents who report personally receiving money from any source for the sale of agricultural products, crops, produce, or livestock in the past 12 months directly into a financial institution account or into a card.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin43a.t.a.s","Time series variables","Received payments for agricultural products: into a financial institution account (% payment recipients, age 15+)","Among respondents reporting personally receiving money from any source for the sale of agricultural products, crops, produce, or livestock in the past 12 months, the percentage who report receiving this money directly into a financial institution account or into a card.","Among respondents reporting personally receiving money from any source for the sale of agricultural products, crops, produce, or livestock in the past 12 months, the percentage who report receiving this money directly into a financial institution account or into a card.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin43a.t.d","Time series variables","Received payments for agricultural products: into an account (% age 15+)","The percentage of respondents who report personally receiving money from any source for the sale of agricultural products, crops, produce, or livestock in the past 12 months directly into a financial institution account, into a card, or into a mobile money account.","The percentage of respondents who report personally receiving money from any source for the sale of agricultural products, crops, produce, or livestock in the past 12 months directly into a financial institution account, into a card, or into a mobile money account.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin43a.t.d.s","Time series variables","Received payments for agricultural products: into an account (% payment recipients, age 15+)","Among respondents reporting personally receiving money from any source for the sale of agricultural products, crops, produce, or livestock in the past 12 months, the percentage who report receiving this money directly into a financial institution account, into a card, or into a mobile money account.","Among respondents reporting personally receiving money from any source for the sale of agricultural products, crops, produce, or livestock in the past 12 months, the percentage who report receiving this money directly into a financial institution account, into a card, or into a mobile money account.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin43b.t.a","Time series variables","Received payments for agricultural products: through a mobile phone (% age 15+)","The percentage of respondents who report personally receiving money from any source for the sale of agricultural products, crops, produce, or livestock in the past 12 months through a mobile phone.","The percentage of respondents who report personally receiving money from any source for the sale of agricultural products, crops, produce, or livestock in the past 12 months through a mobile phone.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin43b.t.a.s","Time series variables","Received payments for agricultural products: through a mobile phone (% payment recipients, age 15+)","Among respondents reporting personally receiving money from any source for the sale of agricultural products, crops, produce, or livestock in the past 12 months, the percentage who report receiving this money through a mobile phone.","Among respondents reporting personally receiving money from any source for the sale of agricultural products, crops, produce, or livestock in the past 12 months, the percentage who report receiving this money through a mobile phone.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin43c1.t.a","Time series variables","Received payments for agricultural products: in cash only (% age 15+)","The percentage of respondents who report personally receiving money from any source for the sale of agricultural products, crops, produce, or livestock in the past 12 months in cash only.","The percentage of respondents who report personally receiving money from any source for the sale of agricultural products, crops, produce, or livestock in the past 12 months in cash only.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin43c1.t.a.s","Time series variables","Received payments for agricultural products: in cash only (% payment recipients, age 15+)","Among respondents reporting personally receiving money from any source for the sale of agricultural products, crops, produce, or livestock in the past 12 months, the percentage who report receiving this money in cash only.","Among respondents reporting personally receiving money from any source for the sale of agricultural products, crops, produce, or livestock in the past 12 months, the percentage who report receiving this money in cash only.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin45.d","Time series variables","Received payments for agricultural products: first account opened to receive agricultural payments (% age 15+)","The percentage of respondents who report both using a financial institution account, a card, or a mobile money account to receive money from any source for the sale of agricultural products, crops, produce, or livestock in the past 12 months and opening their first account to receive such agricultural payments.","The percentage of respondents who report both using a financial institution account, a card, or a mobile money account to receive money from any source for the sale of agricultural products, crops, produce, or livestock in the past 12 months and opening their first account to receive such agricultural payments.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin45.d.s","Time series variables","Received payments for agricultural products: first account opened to receive agricultural payments (% receiving payments into an account, age 15+)","Among respondents reporting using a financial institution account, a card, or a mobile money account to receive money from any source for the sale of agricultural products, crops, produce, or livestock in the past 12 months, the percentage who report opening their first account to receive such agricultural payments.","Among respondents reporting using a financial institution account, a card, or a mobile money account to receive money from any source for the sale of agricultural products, crops, produce, or livestock in the past 12 months, the percentage who report opening their first account to receive such agricultural payments.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin46.a","Time series variables","Received payments from self-employment in the past year (% age 15+)","The percentage of respondents who report personally receiving money from their business, from selling goods, or from providing services (including part-time work) in the past 12 months.","The percentage of respondents who report personally receiving money from their business, from selling goods, or from providing services (including part-time work) in the past 12 months","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin46.a.1","Time series variables","Received payments from self-employment in the past year, male (% age 15+)","The percentage of respondents who report personally receiving money from their business, from selling goods, or from providing services (including part-time work) in the past 12 months, male (% age 15+).","The percentage of respondents who report personally receiving money from their business, from selling goods, or from providing services (including part-time work) in the past 12 months, male (% age 15+).","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin46.a.10","Time series variables","Received payments from self-employment in the past year, in labor force  (% age 15+)","The percentage of respondents who report personally receiving money from their business, from selling goods, or from providing services (including part-time work) in the past 12 months, in labor force  (% age 15+).","The percentage of respondents who report personally receiving money from their business, from selling goods, or from providing services (including part-time work) in the past 12 months, in labor force  (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin46.a.11","Time series variables","Received payments from self-employment in the past year, out of labor force  (% age 15+)","The percentage of respondents who report personally receiving money from their business, from selling goods, or from providing services (including part-time work) in the past 12 months, out of labor force  (% age 15+).","The percentage of respondents who report personally receiving money from their business, from selling goods, or from providing services (including part-time work) in the past 12 months, out of labor force  (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin46.a.2","Time series variables","Received payments from self-employment in the past year, female  (% age 15+)","The percentage of respondents who report personally receiving money from their business, from selling goods, or from providing services (including part-time work) in the past 12 months, female (% age 15+).","The percentage of respondents who report personally receiving money from their business, from selling goods, or from providing services (including part-time work) in the past 12 months, female (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin46.a.3","Time series variables","Received payments from self-employment in the past year, young adults  (% age 15-24)","The percentage of respondents who report personally receiving money from their business, from selling goods, or from providing services (including part-time work) in the past 12 months, young adults (% age 15-24).","The percentage of respondents who report personally receiving money from their business, from selling goods, or from providing services (including part-time work) in the past 12 months, young adults (% age 15-24)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin46.a.4","Time series variables","Received payments from self-employment in the past year, older adults  (% age 25+)","The percentage of respondents who report personally receiving money from their business, from selling goods, or from providing services (including part-time work) in the past 12 months, older adults (% age 25+).","The percentage of respondents who report personally receiving money from their business, from selling goods, or from providing services (including part-time work) in the past 12 months, older adults (% age 25+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin46.a.5","Time series variables","Received payments from self-employment in the past year, primary education or less (% age 15+)","The percentage of respondents who report personally receiving money from their business, from selling goods, or from providing services (including part-time work) in the past 12 months, primary education or less (% age 15+).","The percentage of respondents who report personally receiving money from their business, from selling goods, or from providing services (including part-time work) in the past 12 months, primary education or less (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin46.a.6","Time series variables","Received payments from self-employment in the past year, secondary education or more (% age 15+)","The percentage of respondents who report personally receiving money from their business, from selling goods, or from providing services (including part-time work) in the past 12 months, secondary education or more (% age 15+).","The percentage of respondents who report personally receiving money from their business, from selling goods, or from providing services (including part-time work) in the past 12 months, secondary education or more (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin46.a.7","Time series variables","Received payments from self-employment in the past year, income, poorest 40%  (% age 15+)","The percentage of respondents who report personally receiving money from their business, from selling goods, or from providing services (including part-time work) in the past 12 months, income, poorest 40% (% age 15+).","The percentage of respondents who report personally receiving money from their business, from selling goods, or from providing services (including part-time work) in the past 12 months, income, poorest 40% (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin46.a.8","Time series variables","Received payments from self-employment in the past year, income, richest 60%  (% age 15+)","The percentage of respondents who report personally receiving money from their business, from selling goods, or from providing services (including part-time work) in the past 12 months, income, richest 50% (% age 15+).","The percentage of respondents who report personally receiving money from their business, from selling goods, or from providing services (including part-time work) in the past 12 months, income, richest 50% (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin46.a.9","Time series variables","Received payments from self-employment in the past year, rural  (% age 15+)","The percentage of respondents who report personally receiving money from their business, from selling goods, or from providing services (including part-time work) in the past 12 months, rural (% age 15+).","The percentage of respondents who report personally receiving money from their business, from selling goods, or from providing services (including part-time work) in the past 12 months, rural (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin47a.a","Time series variables","Received payments from self-employment: into a financial institution account (% age 15+)","The percentage of respondents who report personally receiving money from their business, from selling goods, or from providing services (including part-time work) in the past 12 months directly into a financial institution account or into a card.","The percentage of respondents who report personally receiving money from their business, from selling goods, or from providing services (including part-time work) in the past 12 months directly into a financial institution account or into a card.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin47a.a.s","Time series variables","Received payments from self-employment: into a financial institution account (% payment recipients, age 15+)","Among respondents reporting personally receiving money from their business, from selling goods, or from providing services (including part-time work) in the past 12 months, the percentage who report receiving this money directly into a financial institution account or into a card.","Among respondents reporting personally receiving money from their business, from selling goods, or from providing services (including part-time work) in the past 12 months, the percentage who report receiving this money directly into a financial institution account or into a card.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin47a.t","Time series variables","Received payments from self-employment: into an account (% age 15+)","The percentage of respondents who report personally receiving money from their business, from selling goods, or from providing services (including part-time work) in the past 12 months directly into a financial institution account, into a card, or into a mobile money account.","The percentage of respondents who report personally receiving money from their business, from selling goods, or from providing services (including part-time work) in the past 12 months directly into a financial institution account, into a card, or into a mobile money account.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin47a.t.s","Time series variables","Received payments from self-employment: into an account (% payment recipients, age 15+)","Among respondents reporting personally receiving money from their business, from selling goods, or from providing services (including part-time work) in the past 12 months, the percentage who report receiving this money directly into a financial institution account, into a card, or into a mobile money account.","Among respondents reporting personally receiving money from their business, from selling goods, or from providing services (including part-time work) in the past 12 months, the percentage who report receiving this money directly into a financial institution account, into a card, or into a mobile money account.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin47b.t","Time series variables","Received payments from self-employment: through a mobile phone (% age 15+)","The percentage of respondents who report personally receiving money from their business, from selling goods, or from providing services (including part-time work) in the past 12 months through a mobile phone.","The percentage of respondents who report personally receiving money from their business, from selling goods, or from providing services (including part-time work) in the past 12 months through a mobile phone.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin47b.t.s","Time series variables","Received payments from self-employment: through a mobile phone (% payment recipients, age 15+)","Among respondents reporting personally receiving money from their business, from selling goods, or from providing services (including part-time work) in the past 12 months, the percentage who report receiving this money through a mobile phone.","Among respondents reporting personally receiving money from their business, from selling goods, or from providing services (including part-time work) in the past 12 months, the percentage who report receiving this money through a mobile phone.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin47c2.a","Time series variables","Received payments from self-employment: in cash only (% age 15+)","The percentage of respondents who report personally receiving money from their business, from selling goods, or from providing services (including part-time work) in the past 12 months in cash only.","The percentage of respondents who report personally receiving money from their business, from selling goods, or from providing services (including part-time work) in the past 12 months in cash only.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
